Frequency,Word,Reading,Type,Meaning
3742,打ち込む,,verb,devote oneself
3743,福岡,,noun,Fukuoka
3744,通勤,,noun,commute
3744,通勤する,,verb,commute
3745,準用,,"noun, verb","apply mutatis mutandis, with necessary modification"
3746,右側,,noun,right side
3747,推測,,noun,"assumption, guess"
3747,推測する,,verb,"guess, presume"
3748,ライン,,noun,line
3749,預かる,,verb,"keep, look after"
3750,美術館,,noun,"art gallery, museum of art"
3751,二個,,noun,"two (pieces, things)"
3752,冷やす,,verb,"keep cool, cool"
3753,仏教,,noun,Buddhism
3754,接触,,noun,"touch, contact"
3754,接触する,,verb,touch
3755,意欲,,noun,"will, motivation"
3756,本音,,noun,true feeling; truth
3757,二種類,,noun,two kinds
3758,主役,,noun,main character
3759,次男,,noun,second son
3760,多々,,adverb,many
3761,定期的,,na-adjective,regular
3762,しめる,,auxiliary,(Classical)
3763,通り過ぎる,,verb,"pass, go past"
3764,スーツ,,noun,suit
3765,形式,,noun,form
3766,ピンク,,noun,pink
3767,七年,,noun,seven years
3768,生きがい,,noun,"pupose in life, something to live for"
3769,にぎやか,,na-adjective,"busy, bustling"
3770,結成,,noun,formation
3770,結成する,,verb,"form, organize"
3771,研究者,,noun,researcher
3772,名付ける,,verb,name
3773,信号,,noun,"traffic light, signal"
3774,就職活動,,noun,job-hunting
3774,就職活動する,,verb,look for a job
3775,捜査,,noun,criminal investigation
3775,捜査する,,verb,investigate
3776,現に,,adverb,"as a matter of fact, actually"
3777,黒人,,noun,black person
3778,事柄,,noun,"matter, issue"
3779,早く,,noun,"early, soon"
3780,速度,,noun,speed
3781,奥様,,noun,wife (honorific)
3782,まれ,,na-adjective,rare
3783,じゃが芋,,noun,potato
3784,数多く,,adverb,"many, a number of"
3785,ひそか,,na-adjective,"secret, confidential"
3785,ひそか,,adverb,secretly
3786,照らす,,verb,light
3787,ミュージカル,,noun,musical
3788,怪しい,,i-adjective,eerie; doubtful
3789,友,,noun,friend
3790,傾ける,,verb,"tilt, incline"
3791,鉛筆,,noun,pencil
3792,判決,,noun,decision
3792,判決する,,verb,decide
3793,マラソン,,noun,marathon
3794,広さ,,noun,area; width; extent
3795,リスト,,noun,list
3796,振り向く,,verb,"look around, turn around"
3797,二歳,,noun,two years old
3798,関与,,noun,participation
3798,関与する,,verb,participate
3799,遂げる,,verb,achieve
3800,二十人,,noun,twenty people
3801,タオル,,noun,towel
3802,一泊,,noun,one night stay
3803,ごちそう,,noun,feast
3803,ごちそうする,,verb,"give a dinner, treat"
3804,的確,,na-adjective,"precise, exact"
3805,運転手,,noun,driver
3806,各種,,noun,"various, all sorts of"
3807,録音,,noun,record
3807,録音する,,verb,record
3808,沈黙,,noun,silence
3808,沈黙する,,verb,be silent
3809,再度,,adverb,"twice, again"
3810,以後,,adverb,"after this, since then"
3811,熊,,noun,bear
3812,八王子,,noun,Hachioji (place name)
3813,贈る,,verb,"give (as a present), send"
3814,林,,noun,"grove, forest, wood"
3815,懸念,,noun,fear
3815,懸念する,,verb,fear
3816,燃やす,,verb,burn
3817,枠,,noun,frame
3818,児童,,noun,pupil
3819,真っ白,,na-adjective,pure white
3820,さっと,,adverb,quickly
3821,定年,,noun,retirement
3821,定年する,,verb,retire
3822,育児,,noun,childcare
3822,育児する,,verb,take care of a child
3823,蹴る,,verb,kick
3824,蜂蜜,,noun,honey
3825,度々,,adverb,often
3826,完了,,noun,complete
3826,完了する,,verb,complete
3827,二十三,,numeral,twenty-three
3828,通訳,,noun,interpreter
3829,飼い主,,noun,pet owner
3830,傍ら,,noun,"side, besides"
3831,宣伝,,noun,advertisement
3831,宣伝する,,verb,advertise
3832,室内,,noun,indoor
3833,会員,,noun,member
3834,思考,,noun,thought
3834,思考する,,verb,think
3835,衣装,,noun,costume
3836,足す,,verb,add
3837,シャツ,,noun,shirt
3838,イラク,,noun,Iraq
3839,取り扱う,,verb,"handle, treat"
3840,わざと,,adverb,intentionally
3841,前年度,,noun,preceding year
3842,新郎,,noun,"groom, bridegroom"
3843,幹部,,noun,executive
3844,シェア,,noun,share
3844,シェアする,,verb,share
3845,ガソリン,,noun,"gasoline, petrol"
3846,記念,,noun,commemoration
3846,記念する,,verb,commemorate
3847,強烈,,na-adjective,"strong, intense"
3848,俳句,,noun,haiku (Japanese poem of seventeen syllables)
3849,特色,,noun,"characteristic, feature"
3850,引退,,noun,retirement
3850,引退する,,verb,retire
3851,飲み物,,noun,drink
3852,いいえ,,interjection,no
3853,部,,noun,"division, department, section; club"
3854,オランダ,,noun,Netherlands
3855,華やか,,na-adjective,gorgeous
3856,高価,,na-adjective,expensive
3857,なじむ,,verb,become accustomed
3858,誇る,,verb,"be proud, boast"
3859,左側,,noun,"left, left side"
3860,浮気,,noun,affair
3861,デート,,noun,date
3861,デートする,,verb,date
3862,抑制,,noun,"control, restraint"
3862,抑制する,,verb,"control, restrain"
3863,好奇心,,noun,curiosity
3864,公務員,,noun,"civil servant, government employee"
3865,列,,noun,line
3866,ソファー,,noun,sofa
3867,初日,,noun,first day
3868,プロセス,,noun,process
3869,郊外,,noun,suburb
3870,六十,,numeral,sixty
3871,痛む,,verb,"ache, hurt, pain"
3872,自衛隊,,noun,Self-Defense Forces
3873,尽きる,,verb,run out
3874,国連,,noun,United Nations
3875,手軽,,na-adjective,light; simple; reasonable
3876,町並み,,noun,"street, row of town houses"
3877,推定,,noun,"presumption, estimation"
3877,推定する,,verb,"presume, estimate"
3878,ちまう,,auxiliary,do something completely
3879,文部省,,noun,"Ministry of Education, Culture, Sports"
3880,結びつける,,verb,"connect, tie, bind"
3881,例外,,noun,exception
3882,プロ野球,,noun,professional baseball
3883,二枚,,noun,two (sheets)
3884,まさしく,,adverb,"surely, exactly"
3885,変わり,,noun,change
3886,用事,,noun,business
3887,効率,,noun,efficiency
3888,クリア,,noun,"clearing, clearance"
3888,クリア,,na-adjective,clear
3888,クリアする,,verb,clear
3889,だけど,,conjunction,"but, however"
3890,財布,,noun,wallet
3891,徹底的,,na-adjective,"thorough, complete"
3892,直面,,noun,confrontation
3892,直面する,,verb,"confront, face"
3893,己,,noun,oneself (first person pronoun)
3894,目安,,noun,"standard, criterion"
3895,目覚める,,verb,wake up
3896,等しい,,i-adjective,equal
3897,休憩,,noun,"rest, break"
3897,休憩する,,verb,take a rest
3898,一日中,,noun,all day
3899,有無,,noun,"existence, presence"
3900,HP (HP),,noun,home page
3901,不要,,na-adjective,unnecessary
3902,猿,,noun,monkey
3903,従事,,noun,engagement in
3903,従事する,,verb,be engaged in
3904,蓄積,,noun,"storage, accumulation"
3904,蓄積する,,verb,"store, accumulate"
3905,よみがえる,,verb,"revive, come back"
3906,年賀状,,noun,New Year’s card
3907,バブル,,noun,bubble
3908,毎朝,,adverb,every morning
3908,毎朝,,noun,every morning
3909,地味,,na-adjective,simple
3910,文学,,noun,literature
3911,Tシャツ,,noun,T-shirt
3912,放る,,verb,throw; leave something undone
3913,攻める,,verb,attack
3914,位置付ける,,verb,rank; evaluate
3915,四回,,noun,four times
3916,マーク,,noun,mark
3917,アルコール,,noun,alcohol
3918,優しさ,,noun,kindness
3919,漠然,,adverb,"vague, obscure"
3920,偉大,,na-adjective,"great, grand"
3921,脂肪,,noun,fat
3922,言い出す,,verb,"propose, suggest"
3923,青,,noun,blue
3924,キーワード,,noun,keyword
3925,ベランダ,,noun,"porch, balcony"
3926,炎,,noun,flame
3927,交付,,noun,issue
3927,交付する,,verb,"issue, grant"
3928,証言,,noun,evidence
3928,証言する,,verb,give testimony
3929,敏感,,na-adjective,sensitive
3930,鮮やか,,na-adjective,"vivid, lively; skillful"
3931,解明,,noun,clarification
3931,解明する,,verb,solve
3932,方式,,noun,method
3933,瓶,,noun,bottle
3934,そっくり,,na-adjective,"resembling, just like"
3934,そっくり,,adverb,altogether
3935,縛る,,verb,"bind, tie"
3936,実情,,noun,"case, actual situation"
3937,円,,noun,yen; circle
3938,化粧,,noun,makeup
3938,化粧する,,verb,put on makeup
3939,二十四,,numeral,twenty-four
3940,数々,,noun,"many, numerous"
3941,持参,,noun,"bringing, taking"
3941,持参する,,verb,"bring, take"
3942,引用,,noun,quotation
3942,引用する,,verb,quote
3943,同期,,noun,"same period, same class"
3944,健全,,na-adjective,healthy
3945,西洋,,noun,the West
3946,プレッシャー,,noun,pressure
3947,赤ん坊,,noun,baby
3948,打ち合わせ,,noun,meeting
3949,欲望,,noun,"desire, passion"
3950,軍,,noun,army
3951,パス,,noun,pass
3951,パスする,,verb,pass
3952,頼り,,noun,"support, dependence"
3953,扱い,,noun,treatment
3954,本質,,noun,"nature, essence"
3955,市役所,,noun,city hall
3956,車両,,noun,"car, carriage"
3957,株価,,noun,stock prices
3958,昼食,,noun,lunch
3959,注射,,noun,injection
3960,臨む,,verb,face
3961,職,,noun,"job, work"
3962,見た目,,noun,"appearance, looks"
3963,アピール,,noun,appeal
3963,アピールする,,verb,appeal
3964,三分の一,,"noun, numeral",one-third
3965,全国的,,na-adjective,nationwide
3966,豚,,noun,pig
3967,資本,,noun,capital
3968,思いやり,,noun,consideration
3969,見通し,,noun,"prospect, outlook"
3970,十二年,,noun,twelve years
3971,きっちり,,adverb,tightly
3972,砂漠,,noun,desert
3973,エレベーター,,noun,elevator
3974,浅い,,i-adjective,shallow
3975,カバー,,noun,cover
3976,交代,,noun,"change, shift"
3976,交代する,,verb,take turns
3977,資源,,noun,resource
3978,現実的,,na-adjective,realistic
3979,苦笑,,verb,wry smile
3980,餃子,,noun,Chinese dumpling
3981,食堂,,noun,"cafeteria, dining room"
3982,もっぱら,,adverb,entirely
3983,締結,,noun,conclusion
3983,締結する,,verb,conclude
3984,裸,,noun,"naked, nude"
3985,そうこう,,adverb,in the meantime
3986,いらいらする,,verb,"be annoyed, be irritated, be impatient"
3987,収集,,noun,collection
3987,収集する,,verb,collect
3988,記者,,noun,"journalist, reporter"
3989,脱出,,noun,escape
3989,脱出する,,verb,"escape, break out"
3990,呼び出す,,verb,"call, summon"
3991,主流,,noun,mainstream
3992,さほど,,adverb,(not) particularly
3993,事務,,noun,office work
3994,付け加える,,verb,add
3995,国々,,noun,countries
3996,地球上,,noun,on the earth
3997,大企業,,noun,big business
3998,倒す,,verb,knock down
3999,写る,,verb,photograph
4000,漏らす,,verb,betray
4001,上達,,noun,improvement
4001,上達する,,verb,"improve, progress"
4002,故郷,ふるさと,noun,hometown
4003,行使,,noun,exercise
4004,表明,,noun,"expression, manifestation"
4004,表明する,,verb,"express, manifest"
4005,体育,,noun,"physical education, gymnastics"
4006,読書,,noun,reading
4007,都,みやこ,noun,capital
4008,ずれる,,verb,"be out of step, slip"
4009,通用,,noun,currency
4009,通用する,,verb,"accept, obtain"
4010,支障,,noun,obstacle
4011,カウンター,,noun,counter
4012,大規模,,na-adjective,large-scale
4013,大家さん,,noun,"landlord, owner"
4014,昨夜,,noun,last night
4015,角,かど,noun,corner
4016,ニコニコする,,verb,smile
4016,ニコニコ,,adverb,smiling
4017,三日間,,noun,three days
4018,撫でる,,verb,stroke
4019,金利,,noun,interest
4020,わくわくする,,verb,be bubbling; be excited
4021,仮定,,noun,"assumption, supposition"
4021,仮定する,,verb,"assume, suppose"
4022,引きずる,,verb,"drag, trail"
4023,バラバラ,,na-adjective,separate
4024,依存,,noun,"dependence, reliance"
4024,依存する,,verb,"depend, rely,"
4025,様,さま,noun,"Mr., Mrs., Miss., Ms."
4026,同居,,noun,"coexistence, living together"
4026,同居する,,verb,"live together, live with"
4027,スカート,,noun,skirt
4028,柄,がら,noun,"pattern, character"
4029,回数,,noun,frequency
4030,ユーザー,,noun,user
4031,筆者,,noun,"writer, author"
4032,筆,,noun,brush
4033,制約,,noun,"restriction, constraint"
4033,制約する,,verb,"restrict, constrain"
4034,絵本,,noun,picture book
4035,町中,,noun,downtown
4036,著者,,noun,"author, writer"
4037,芽,,noun,"bud, shoot"
4038,担当者,,noun,person in charge
4039,嵐,,noun,storm
4040,厚生省,,noun,Ministry of Welfare
4041,豆,,noun,"bean, pea"
4042,損,,noun,"loss, damage"
4043,肝心,,na-adjective,"main, essential, important"
4044,保育園,,noun,"nursery school, day care"
4045,ポスト,,noun,"post, postbox, mailbox"
4046,呼びかける,,verb,"call out, appeal"
4047,余談,,noun,digression
4048,凝る,,verb,"be absorbed, be devoted; become stiff"
4049,水道,,noun,water supply
4050,人形,,noun,doll
4051,狙い,,noun,"aim, target"
4052,決断,,noun,decision
4052,決断する,,verb,decide
4053,大切さ,,noun,importance
4054,よそ,,noun,"other, elsewhere"
4055,蚊,,noun,mosquito
4056,監視,,noun,observation
4056,監視する,,verb,watch
4057,同年,,noun,same year
4058,あっさり,,adverb,"easily, flatly, simple, plain"
4059,微笑む,,verb,smile
4060,駆け付ける,,verb,"run, rush"
4061,ゴール,,noun,goal
4062,三本,,noun,three (long/cylindrical objects)
4063,棚,,noun,shelf
4064,しっぽ,,noun,tail
4065,虐待,,noun,abuse
4065,虐待する,,verb,abuse
4066,然り,,verb,(Classical) to be so
4067,正常,,na-adjective,normal
4068,配布,,noun,distribution
4068,配布する,,verb,distribute
4069,持ち上げる,,verb,"lift, raise"
4070,見送る,,verb,see off
4071,引き継ぐ,,verb,take over
4072,違和感,,noun,uncomfortable feeling
4073,ジャズ,,noun,jazz
4074,次いで,,adverb,"next, after that"
4075,向き,,noun,"direction, aspect; suitable"
4076,五年間,,noun,five years
4077,安全性,,noun,"safety, security"
4078,国境,,noun,border
4079,包丁,,noun,kitchen knife
4080,キー,,noun,key
4081,どきどきする,,verb,"throb, beat fast"
4082,賑わう,,verb,be crowded with
4083,地獄,,noun,hell
4084,豪華,,na-adjective,"luxurious, gorgeous"
4085,救急車,,noun,ambulance
4086,十年間,,noun,ten years
4087,不動産,,noun,"real estate, property"
4088,広まる,,verb,"spread, get around"
4089,外出,,noun,"going out, outing"
4089,外出する,,verb,go out
4090,グラス,,noun,glass
4091,曲げる,,verb,"bend, twist"
4092,屋敷,,noun,"mansion, residence, estate"
4093,専門的,,na-adjective,"technical, academic"
4094,切り替える,,verb,"switch, change"
4095,染める,,verb,"dye, color"
4096,スキー場,,noun,"ski ground, ski resort"
4097,ヒント,,noun,"hint, clue"
4098,講義,,noun,lecture
4099,裏切る,,verb,betray
4100,余地,,noun,"room, space"
4101,富む,,verb,be rich (in); grow
4102,手書き,,noun,handwriting
4103,ブーム,,noun,boom
4104,ワールドカップ,,noun,World Cup
4105,鬼,,noun,"ogre, devil, demon"
4106,ホール,,noun,hall
4107,似合う,,verb,suit
4108,節約,,noun,"saving, economy"
4108,節約する,,verb,"save, economize on"
4109,実績,,noun,achievement
4110,訳す,,verb,translate
4111,奴ら,,noun,fellow
4112,キッチン,,noun,kitchen
4113,課する,,verb,"assign, charge, impose"
4114,養う,,verb,"bring up, keep, support"
4115,別々,,na-adjective,"separate, individual"
4116,手足,,noun,limb
4117,物価,,noun,prices
4118,部品,,noun,"parts, components"
4119,最適,,na-adjective,"best, optimum"
4120,宿題,,noun,homework
4121,氏名,,noun,name
4122,ダンス,,noun,dancing
4123,溶かす,,verb,dissolve; melt
4124,人種,,noun,race
4125,歌手,,noun,singer
4126,銀,,noun,silver
4127,ルート,,noun,route
4128,第一号,,noun,first
4129,従兄弟,,noun,cousin
4130,概ね,,adverb,"mostly, mainly, generally"
4131,往復,,noun,round trip
4132,起源,,noun,origin
4133,広場,,noun,"square, plaza"
4134,レモン,,noun,lemon
4135,円滑,,na-adjective,smooth
4136,広大,,na-adjective,"vast, huge, extensive"
4137,TV (TV),,noun,television
4138,カップル,,noun,couple
4139,納豆,,noun,fermented soybeans
4140,堂々,,adverb,"nobly, openly"
4141,肝臓,,noun,liver
4142,味わえる,,verb,"can taste, can enjoy"
4143,電源,,noun,power supply
4144,分割,,noun,division
4144,分割する,,verb,divide
4145,縮小,,noun,reduction
4145,縮小する,,verb,reduce
4146,練る,,verb,knead; polish; elaborate
4147,飲み込む,,verb,swallow
4148,職人,,noun,"craftsman, workman"
4149,十三年,,noun,thirteen years
4150,キャラクター,,noun,character
4151,大地,,noun,"earth, ground"
4152,具,,noun,ingredient
4153,戸惑う,,verb,"confuse, puzzle"
4154,寂しさ,,noun,loneliness
4155,吐く,つく,verb,tell (a lie); sigh
4156,カーテン,,noun,curtain
4157,情けない,,i-adjective,miserable
4158,飯,,noun,rice
4159,幼児,,noun,infant
4160,法案,,noun,bill
4161,病,,noun,"illness, disease"
4162,切符,,noun,ticket
4163,消滅,,noun,disappearance
4163,消滅する,,verb,disappear
4164,障害者,,noun,"disabled person, handicapped person"
4165,台,,noun,"stand, rack"
4166,面白さ,,noun,"interest, fun"
4167,生まれ,,noun,birth; birthplace
4168,保有,,noun,possession
4168,保有する,,verb,"hold, possess"
4169,反発,,noun,"repulsion, resistance"
4169,反発する,,verb,"react, resist, rebel, repel"
4170,アレンジ,,noun,arrangement
4170,アレンジする,,verb,arrange
4171,しつけ,,noun,tacking (sewing); discipline
4172,指導者,,noun,"leader, coach"
4173,原理,,noun,principle
4174,東南アジア,,noun,Southeast Asia
4175,ID (ID),,noun,"identification, ID"
4176,金属,,noun,metal
4177,しわ,,noun,"wrinkle, line"
4178,思い浮かべる,,verb,"recall, remember"
4179,一分,,noun,one minute
4180,当面,,noun,"present, current; for the time being"
4181,貯金,,noun,"savings, deposit"
4182,技術的,,na-adjective,"technical, practical"
4183,四歳,,noun,four years old
4184,ダンボール,,noun,cardboard
4185,生クリーム,,noun,fresh cream
4186,名乗る,,verb,give one’s name
4187,金曜日,,noun,Friday
4188,生き残る,,verb,survive
4189,演技,,noun,performance
4190,取り巻く,,verb,"surround, enclose"
4191,体質,,noun,constitution (physical)
4192,ドイツ語,,noun,German language
4193,仕方が無い,,compound,"cannot be helped, no use"
4194,参加者,,noun,participant
4195,第三者,,noun,"outsider, third party"
4196,感性,,noun,"sensitivity, sensibility"
4197,谷,,noun,"valley; ravine, gorge"
4198,本社,,noun,head office
4199,都度,,noun,every time
4200,ぼんやり,,adverb,"vacantly, vaguely, dimly"
4200,ぼんやりする,,verb,"be vague, be blurred"
4201,死者,,noun,dead
4202,四季,,noun,four seasons
4203,倒産,,noun,bankruptcy
4203,倒産する,,verb,go bankrupt
4204,ニュージーランド,,noun,New Zealand
4205,センター,,noun,center
4206,保全,,noun,"preservation, maintenance"
4206,保全する,,verb,"preserve, maintain"
4207,結合,,noun,combination
4207,結合する,,verb,"combine, join"
4208,発送,,"noun, verb","send, ship, dispatch"
4209,パンツ,,noun,"pants, shorts, underpants"
4210,ぐるぐる,,adverb,round and round
4211,ナンバー,,noun,number
4212,持ち主,,noun,owner
4213,到底,,adverb,"(cannot) possibly, no matter how"
4214,夕日,,noun,"evening sun, sunset"
4215,乗り換える,,verb,"change, transfer"
4216,リストラ,,noun,"restructuring, downsizing"
4217,答弁,,noun,"answer, defense"
4218,哲学,,noun,philosophy
4219,おかしな,,adnominal,"funny, ridiculous"
4220,当事者,,noun,parties concerned
4221,シーズン,,noun,season
4222,品,しな,noun,"goods, article"
4223,高速道路,,noun,freeway
4224,一員,,noun,member
4225,確定,,noun,"determination, decision"
4225,確定する,,verb,"determine, decide"
4226,委員会,,noun,committee
4227,混ぜ合わせる,,verb,mix
4228,興味深い,,i-adjective,interesting
4229,あれこれ,,adverb,this and that
4230,分布,,noun,distribution
4230,分布する,,verb,distribute
4231,観客,,noun,audience
4232,鮎,,noun,"sweetfish, ayu"
4233,正午,,noun,"noon, midday"
4234,首都,,noun,capital city
4235,体内,,noun,inside the body
4236,調和,,noun,"harmony, balance"
4236,調和する,,verb,"harmonize, match"
4237,権威,,noun,authority
4238,シンガポール,,noun,Singapore
4239,酔う,,verb,"get drunk, feel sick"
4240,最低限,,noun,minimum
4241,傷つく,,verb,"be injured, be hurt"
4242,カボチャ,,noun,pumpkin
4243,老後,,noun,old age
4244,当てはまる,,verb,apply
4245,害,,noun,"harm, damage"
4246,稽古,,noun,"practice, exercise"
4246,稽古する,,verb,practice
4247,一位,,noun,first prize
4248,率いる,,verb,"head, lead, command"
4249,前者,,noun,former
4250,数人,,noun,several people
4251,創造,,noun,creation
4251,創造する,,verb,create
4252,届け出,,noun,"report, notification"
4253,荻窪,,noun,Ogikubo (place name)
4254,スイッチ,,noun,switch
4255,試み,,noun,"attempt, try"
4256,歩む,,verb,"walk, go through"
4257,立ち止まる,,verb,"stop, pause"
4258,いまいち,,adverb,"not quite, not really"
4259,麺,,noun,noodles
4260,不安定,,na-adjective,"unstable, uneasy"
4261,原点,,noun,"starting point, origin"
4262,一向,,adverb,(not) at all; completely
4263,それゆえ,,adverb,"therefore, thus"
4264,ジュース,,noun,juice
4265,軽減,,noun,reduction
4265,軽減する,,verb,reduce
4266,不自由,,noun,inconvenience; disability
4267,悲鳴,,noun,scream
4268,落札者,,noun,successful bidder
4269,融資,,noun,loan
4269,融資する,,verb,"loan, lend"
4270,破綻,,noun,"bankruptcy, collapse"
4270,破綻する,,verb,"fail, go bankrupt"
4271,二千八年,,noun,2008 (year)
4272,アドレス,,noun,address
4273,励む,,verb,"work hard, make efforts"
4274,双方,,noun,"both sides, both parties"
4275,原爆,,noun,atomic bomb
4276,傘,,noun,umbrella
4277,チャレンジ,,noun,challenge
4278,炭,,noun,charcoal
4279,不意,,na-adjective,"sudden, unexpected"
4279,不意,,noun,suddenness
4280,リサイクル,,noun,recycling
4280,リサイクルする,,verb,recycle
4281,ミルク,,noun,milk
4282,子孫,,noun,descendant; posterity
4283,近頃,,noun,"recently, lately"
4284,鞄,,noun,bag
4285,五千円,,noun,five thousand yen
4286,圧力,,noun,"pressure, stress"
4287,斜め,,noun,diagonal
4288,補助,,noun,"help, aid, assistance"
4288,補助する,,verb,"help, aid, assist"
4289,改良,,noun,improvement
4290,俳優,,noun,actor
4291,フィリピン,,noun,Philippines
4292,効率的,,na-adjective,efficient
4293,情熱,,noun,passion
4294,七人,,noun,seven people
4295,焦点,,noun,focus
4296,旅館,,noun,"inn, Japanese-style hotel"
4297,食卓,,noun,dining table
4298,歩き回る,,verb,walk about
4299,悲劇,,noun,tragedy
4300,長女,,noun,eldest daughter
4301,議会,,noun,"Diet, Parliament, Congress"
4302,侵入,,noun,invasion
4302,侵入する,,verb,"break into, invade"
4303,盛る,もる,verb,"serve, heap"
4304,転ずる,,verb,"switch, shift"
4305,祭る,,verb,enshrine; worship; deify
4306,笑み,,noun,smile
4307,三度,,noun,three times
4308,冷える,,verb,"chill, become cold, feel cold"
4309,案,,noun,"plan, proposal, idea"
4310,心理,,noun,psychology
4311,縫う,,verb,sew
4312,おしゃべり,,noun,"chat, talk"
4312,おしゃべりする,,verb,"chat, talk"
4313,次ぐ,,verb,"next to, after"
4314,復帰,,noun,"return, comeback"
4314,復帰する,,verb,"return, come back, make a comeback"
4315,衝突,,noun,collision
4315,衝突する,,verb,"collide, clash"
4316,持ち出す,,verb,"carry out, take out"
4317,浸かる,,verb,be flooded; soak
4318,ドライブ,,noun,drive
4319,テキスト,,noun,textbook
4320,変動,,noun,"change, fluctuation, movement"
4320,変動する,,verb,"change, fluctuate"
4321,吸い込む,,verb,breathe in; suck up
4322,木々,,noun,trees
4323,ヒット,,noun,hit
4324,箸,,noun,chopsticks
4325,食欲,,noun,appetite
4326,語,,noun,word; language
4327,通信,,noun,"correspondence, communication"
4328,一家,,noun,"family, house, household"
4329,怒鳴る,,verb,shout
4330,二十一年,,noun,twenty-one years
4331,専業主婦,,noun,housewife
4332,滝,,noun,waterfall
4333,ひねる,,verb,twist
4334,身分,,noun,"position, status"
4335,敷地,,noun,"site, ground"
4336,冷める,,verb,"cool, get cold"
4337,ブルー,,noun,blue
4338,先進国,,noun,developed country
4339,バナナ,,noun,banana
4340,取り扱い,,noun,"treatment, handling"
4341,フィルム,,noun,film
4342,日本酒,,noun,"sake, Japanese rice wine"
4343,ＷＷＷ (ＷＷＷ),,noun,World Wide Web
4344,透明,,na-adjective,"transparent, clear"
4345,即,,adverb,"at once, immediately"
4346,克服,,noun,conquest
4346,克服する,,verb,"conquer, overcome"
4347,専門学校,,noun,"technical school, college, vocational school"
4348,六十歳,,noun,sixty years old
4349,朝日,,noun,"rising sun, morning sun"
4350,スタジオ,,noun,studio
4351,長期,,noun,long term
4352,美人,,noun,"beautiful woman, beauty"
4353,筆記用具,,noun,"stationery, writing materials"
4354,石油,,noun,oil
4355,早朝,,noun,early morning
4356,店内,,noun,inside a shop
4357,賃金,,noun,"salary, wage"
4358,見回す,,verb,"look around, look about"
4359,日程,,noun,"schedule, itinerary"
4360,応用,,noun,application
4360,応用する,,verb,apply
4361,真っ暗,,na-adjective,black
4361,真っ暗,,noun,pitch-dark
4362,眉,,noun,eyebrow
4363,レンズ,,noun,lens
4364,五回,,noun,five times
4365,俗,,"noun, na-adjective","common, popular"
4366,パスタ,,noun,pasta
4367,差し込む,,verb,"insert, plug in; come in, shine in"
4368,性能,,noun,"performance, capability"
4369,絵画,,noun,"painting, picture"
4370,刀,,noun,sword
4371,理念,,noun,philosophy
4372,裁判官,,noun,judge
4373,戦略,,noun,strategy
4374,核,,noun,"nucleus, core"
4375,農民,,noun,farmer
4376,コンクリート,,noun,concrete
4377,環境問題,,noun,environmental problem
4378,ライター,,noun,lighter
4379,手入れ,,noun,"repair, maintenance"
4380,判定,,noun,"decision, judgment"
4380,判定する,,verb,"decide, judge"
4381,帯びる,,verb,"have a trace of, be tinged with"
4382,日曜,,noun,Sunday
4383,昨今,,noun,nowadays
4384,対話,,noun,"dialogue, conversation"
4384,対話する,,verb,"converse, discuss"
4385,帯,,noun,"kimono sash, belt"
4386,お好み焼き,,noun,"okonomiyaki (Japanese-style savoury pancake with vegetables, meat, seafood etc.)"
4387,羊,,noun,sheep
4388,前半,,noun,first half
4389,ショー,,noun,show
4390,研究所,,noun,"research institute, laboratory"
4391,生姜,,noun,ginger
4392,冒頭,,noun,beginning
4393,メジャー,,noun,measure
4394,公演,,noun,performance
4395,剣道,,noun,kendo
4396,倉庫,,noun,"warehouse, storehouse"
4397,浴衣,,noun,"yukata, cotton kimono"
4398,直径,,noun,diameter
4399,残業,,noun,overtime work
4400,殺人,,noun,murder
4401,判明,,noun,proving
4401,判明する,,verb,"turn out, identify"
4402,統合,,noun,integration
4402,統合する,,verb,"integrate, combine"
4403,水気,,noun,moisture
4404,我ら,,pronoun,we
4405,原料,,noun,"raw material, ingredient"
4406,群れ,,noun,group; herd
4407,新婦,,noun,bride
4408,持ち物,,noun,personal belongings
4409,転がる,,verb,roll
4410,おはよう,,interjection,good morning
4411,二匹,,noun,two (animals)
4412,天候,,noun,weather
4413,危険性,,noun,danger
4414,創設,,noun,"foundation, creation"
4414,創設する,,verb,"found, create"
4415,年末,,noun,end of the year
4416,感,,noun,"feeling, emotion"
4417,イコール,,noun,equal
4418,実質的,,na-adjective,substantial; essential
4419,響き,,noun,sound; echo
4420,六ヶ月,,noun,six months
4421,プラン,,noun,plan
4422,グラウンド,,noun,"ground, playground, sports field"
4423,メキシコ,,noun,Mexico
4424,バー,,noun,bar
4425,カップ,,noun,cup
4426,訴訟,,noun,"suit, action"
4427,流通,,noun,"circulation, distribution"
4427,流通する,,verb,"circulate, distribute"
4428,郵送,,noun,"mail, post"
4429,平ら,,na-adjective,flat
4430,赤字,,noun,"deficit, loss, the red"
4431,二位,,noun,second place
4432,刃物,,noun,"cutlery, edged tool, knife"
4433,苦情,,noun,complaint
4434,入社,,noun,entry to a company
4434,入社する,,verb,"enter a company, get a job"
4435,役所,,noun,government office
4436,三百円,,noun,three hundred yen
4437,チラシ,,noun,"flyer, leaflet, handout"
4438,成人,,noun,adult
4438,成人する,,verb,come of age
4439,工具,,noun,tool
4440,先週,,noun,last week
4441,境,,noun,"boundary, border"
4442,国語,,noun,Japanese language
4443,三十人,,noun,thirty people
4444,兵士,,noun,soldier
